,GEOID,totalpop,party,full_name,gini_index_of_income_inequality,median_household_income,white,black,amerindian_native,asian,hawaiian_pacific,other_race,two_more_races,hispanic_latino,citizen_voters,state_district,lackinsurance,csmoking,diabetes,obesity,ghlth,mhlth,url,twitter
253,4819,731759.0,Republican,Jodey C. Arrington,0.4673,49446.0,601004.0,45575.0,6035.0,13229.0,580.0,43292.0,22044.0,276461.0,509891.0,TX-19,0.235,0.156,0.111,0.33399999999999996,0.205,0.133,https://arrington.house.gov,RepArrington
254,4824,817147.0,Republican,Beth Van Duyne,0.4667,74264.0,512935.0,110412.0,3351.0,117466.0,1797.0,47511.0,23675.0,203656.0,503766.0,TX-24,0.183,0.132,0.086,0.284,0.14800000000000002,0.113,https://vanduyne.house.gov,RepBethVanDuyne
255,5504,710573.0,Democrat,Gwen Moore,0.4905,45057.0,351094.0,234575.0,3294.0,31139.0,268.0,59336.0,30867.0,127197.0,493143.0,WI-04,0.145,0.2,0.092,0.325,0.20800000000000002,0.152,https://gwenmoore.house.gov,RepGwenMoore
256,0905,706597.0,Democrat,Jahana Hayes,0.4970,70742.0,553493.0,55886.0,2653.0,26089.0,176.0,46527.0,21773.0,141805.0,511395.0,CT-05,0.095,0.125,0.086,0.268,0.135,0.10800000000000001,https://hayes.house.gov,RepJahanaHayes
257,1711,722584.0,Democrat,Bill Foster,0.4267,79003.0,496219.0,76321.0,3335.0,58102.0,418.0,58508.0,29681.0,210124.0,472244.0,IL-11,0.128,0.142,0.091,0.318,0.161,0.113,https://foster.house.gov,RepBillFoster
258,2003,775243.0,Democrat,Sharice Davids,0.4701,76385.0,619413.0,62214.0,2399.0,38097.0,1615.0,25315.0,26190.0,95844.0,534532.0,KS-03,0.13699999999999998,0.135,0.086,0.293,0.127,0.1,https://davids.house.gov,RepDavids
259,4401,532590.0,Democrat,David N. Cicilline,0.4951,58556.0,407075.0,45855.0,1707.0,16633.0,723.0,42630.0,17967.0,100684.0,395409.0,RI-01,0.098,0.147,0.091,0.29100000000000004,0.166,0.13699999999999998,https://cicilline.house.gov,RepCicilline
260,4501,809610.0,Republican,Nancy Mace,0.4690,70335.0,596258.0,154046.0,2094.0,15292.0,1334.0,20133.0,20453.0,54494.0,613912.0,SC-01,0.13699999999999998,0.15,0.098,0.293,0.141,0.12300000000000001,https://mace.house.gov,RepNancyMace
261,2301,685535.0,Democrat,Chellie Pingree,0.4362,66516.0,642636.0,11986.0,1909.0,11378.0,444.0,2476.0,14706.0,12892.0,546625.0,ME-01,0.107,0.138,0.081,0.255,0.11900000000000001,0.114,https://pingree.house.gov,ChelliePingree
262,2504,766019.0,Democrat,Jake Auchincloss,0.5003,98914.0,651373.0,26402.0,1147.0,50401.0,127.0,16664.0,19905.0,39516.0,559943.0,MA-04,0.05,0.13,0.079,0.25,0.12300000000000001,0.111,https://auchincloss.house.gov,RepAuchincloss
263,4209,702489.0,Republican,Daniel Meuser,0.4382,57572.0,643082.0,19626.0,644.0,8666.0,137.0,18873.0,11461.0,49849.0,555775.0,PA-09,0.07200000000000001,0.17600000000000002,0.095,0.33,0.171,0.125,https://meuser.house.gov,RepMeuser
264,4707,786523.0,Republican,Mark E. Green,0.4954,58614.0,656918.0,81711.0,4170.0,16825.0,1669.0,6718.0,18512.0,41102.0,578288.0,TN-07,0.149,0.21600000000000003,0.11,0.317,0.201,0.14,https://markgreen.house.gov,RepMarkGreen
265,0631,751527.0,Democrat,Pete Aguilar,0.4467,65319.0,472619.0,76166.0,3930.0,54119.0,4024.0,101105.0,39564.0,408571.0,482081.0,CA-31,0.162,0.134,0.102,0.302,0.195,0.131,https://aguilar.house.gov,reppeteaguilar
266,3610,711678.0,Democrat,Jerrold Nadler,0.5851,93766.0,495680.0,22645.0,2626.0,134537.0,87.0,30890.0,25213.0,91548.0,473542.0,NY-10,0.10400000000000001,0.122,0.076,0.162,0.132,0.115,https://nadler.house.gov,RepJerryNadler
267,4812,812102.0,Republican,Kay Granger,0.4580,68248.0,643801.0,69789.0,5536.0,32593.0,1222.0,34625.0,24536.0,190147.0,572411.0,TX-12,0.18100000000000002,0.14300000000000002,0.095,0.311,0.175,0.12,https://kaygranger.house.gov,RepKayGranger
268,5502,768067.0,Democrat,Mark Pocan,0.4447,67394.0,660542.0,33402.0,3727.0,33480.0,194.0,12207.0,24515.0,51357.0,577976.0,WI-02,0.091,0.146,0.07,0.278,0.127,0.114,https://pocan.house.gov,RepMarkPocan
269,0613,764304.0,Democrat,Barbara Lee,0.5059,82237.0,312333.0,126848.0,5142.0,161671.0,5356.0,97130.0,55824.0,168664.0,536892.0,CA-13,0.11699999999999999,0.11800000000000001,0.085,0.23399999999999999,0.146,0.113,https://lee.house.gov,RepBarbaraLee
270,0652,767172.0,Democrat,Scott H. Peters,0.4595,100124.0,505924.0,27211.0,3142.0,153271.0,2180.0,28270.0,47174.0,115282.0,546843.0,CA-52,0.08199999999999999,0.10099999999999999,0.069,0.19,0.10800000000000001,0.1,https://scottpeters.house.gov,RepScottPeters
271,1203,758275.0,Republican,Kat Cammack,0.4843,51047.0,565612.0,127519.0,1709.0,25902.0,426.0,11718.0,25389.0,79676.0,579993.0,FL-03,0.20600000000000002,0.20199999999999999,0.102,0.319,0.19899999999999998,0.151,https://cammack.house.gov,RepKatCammack
272,1904,754936.0,Republican,Randy Feenstra,0.4220,56622.0,700709.0,12687.0,3590.0,17239.0,531.0,6125.0,14055.0,53501.0,564463.0,IA-04,0.09,0.166,0.09300000000000001,0.354,0.153,0.11199999999999999,https://feenstra.house.gov,RepFeenstra
273,2610,722722.0,Republican,Lisa C. McClain,0.4336,64378.0,664624.0,21764.0,1742.0,14989.0,392.0,4435.0,14776.0,25031.0,553804.0,MI-10,0.078,0.179,0.09,0.32,0.152,0.125,https://mcclain.house.gov,RepLisaMcClain
274,3621,701112.0,Republican,Elise M. Stefanik,0.4379,56487.0,643832.0,22513.0,5670.0,7630.0,512.0,8877.0,12078.0,24214.0,551303.0,NY-21,0.084,0.16899999999999998,0.08900000000000001,0.29,0.153,0.125,https://stefanik.house.gov,RepStefanik
275,3702,858938.0,Democrat,Deborah K. Ross,0.4491,71232.0,609822.0,159101.0,3663.0,19838.0,1081.0,32078.0,33355.0,90028.0,601142.0,NC-02,0.15,0.158,0.09699999999999999,0.311,0.16,0.12,https://ross.house.gov,RepDeborahRoss
276,4206,734876.0,Democrat,Chrissy Houlahan,0.4663,84628.0,600135.0,48066.0,508.0,32630.0,0.0,32478.0,21059.0,115981.0,522912.0,PA-06,0.08900000000000001,0.16399999999999998,0.091,0.302,0.165,0.124,https://houlahan.house.gov,RepHoulahan
277,5309,765285.0,Democrat,Adam Smith,0.4710,84768.0,367222.0,97348.0,5106.0,178518.0,12410.0,55554.0,49127.0,101779.0,499184.0,WA-09,0.10300000000000001,0.096,0.078,0.212,0.126,0.113,https://adamsmith.house.gov,RepAdamSmith
278,1000,967171.0,Democrat,Lisa Blunt Rochester,0.4587,64805.0,659781.0,217594.0,4397.0,39023.0,896.0,19652.0,25828.0,91975.0,720867.0,DE-00,0.131,0.16399999999999998,0.102,0.321,0.18100000000000002,0.133,https://bluntrochester.house.gov,RepLBR
279,0403,798359.0,Democrat,Raúl M. Grijalva,0.4469,50291.0,564199.0,40208.0,40005.0,16746.0,2281.0,99418.0,35502.0,506933.0,500787.0,AZ-03,0.222,0.171,0.105,0.324,0.225,0.141,https://grijalva.house.gov,RepraulGrijalva
280,0601,711282.0,Republican,Doug LaMalfa,0.4613,55316.0,605294.0,12691.0,11320.0,19443.0,882.0,24748.0,36904.0,98995.0,553702.0,CA-01,0.09300000000000001,0.139,0.095,0.257,0.162,0.129,https://lamalfa.house.gov,RepLaMalfa
281,0621,713625.0,Republican,David G. Valadao,0.4373,44561.0,510358.0,30157.0,7915.0,28192.0,1368.0,114712.0,20923.0,530114.0,354669.0,CA-21,0.242,0.16899999999999998,0.114,0.32899999999999996,0.27399999999999997,0.155,https://valadao.house.gov,
282,2705,718802.0,Democrat,Ilhan Omar,0.4833,65782.0,484065.0,122385.0,9613.0,42670.0,70.0,29171.0,30828.0,68067.0,517155.0,MN-05,0.122,0.141,0.067,0.26,0.125,0.107,https://omar.house.gov,Ilhan
283,0606,777985.0,Democrat,Doris O. Matsui,0.4605,60661.0,386232.0,99593.0,5130.0,128292.0,11778.0,85618.0,61342.0,224299.0,506434.0,CA-06,0.13,0.132,0.10099999999999999,0.303,0.183,0.136,https://matsui.house.gov,DorisMatsui
284,0635,769589.0,Democrat,Norma J. Torres,0.3948,66131.0,341427.0,42948.0,7224.0,57508.0,791.0,285674.0,34017.0,555178.0,450565.0,CA-35,0.19,0.124,0.099,0.294,0.198,0.127,https://torres.house.gov,NormaJTorres
285,2702,714141.0,Democrat,Angie Craig,0.4106,86218.0,601405.0,40131.0,3444.0,33434.0,66.0,13112.0,22549.0,45305.0,511914.0,MN-02,0.087,0.139,0.067,0.299,0.10400000000000001,0.091,https://craig.house.gov,RepAngieCraig
286,3406,730114.0,Democrat,"Frank Pallone, Jr.",0.4471,85365.0,452053.0,81928.0,2515.0,135462.0,385.0,35906.0,21865.0,165414.0,502463.0,NJ-06,0.125,0.13,0.09300000000000001,0.272,0.156,0.12,https://pallone.house.gov,FrankPallone
287,4702,753229.0,Republican,Tim Burchett,0.4624,54284.0,669804.0,46359.0,2039.0,11840.0,0.0,6770.0,16417.0,32404.0,583056.0,TN-02,0.147,0.21100000000000002,0.105,0.3,0.188,0.141,https://burchett.house.gov,RepTimBurchett
288,0602,722370.0,Democrat,Jared Huffman,0.5088,77550.0,575564.0,11236.0,15063.0,31398.0,1003.0,49361.0,38745.0,130024.0,534951.0,CA-02,0.09300000000000001,0.12,0.087,0.235,0.142,0.11900000000000001,https://huffman.house.gov,RepHuffman
289,4003,778026.0,Republican,Frank D. Lucas,0.4467,53419.0,617671.0,30541.0,44811.0,10533.0,362.0,24589.0,49519.0,80140.0,571661.0,OK-03,0.147,0.182,0.10800000000000001,0.35600000000000004,0.19399999999999998,0.142,https://lucas.house.gov,RepFrankLucas
290,4902,779772.0,Republican,Chris Stewart,0.4465,62424.0,644977.0,9845.0,9239.0,18207.0,8365.0,64551.0,24588.0,123282.0,529608.0,UT-02,0.157,0.102,0.077,0.268,0.138,0.12300000000000001,https://stewart.house.gov,RepChrisStewart
291,0609,775148.0,Democrat,Jerry McNerney,0.4437,69769.0,439731.0,69964.0,5821.0,116574.0,3279.0,55875.0,83904.0,304076.0,482967.0,CA-09,0.142,0.122,0.096,0.289,0.172,0.124,https://mcnerney.house.gov,RepMcNerney
292,0901,715049.0,Democrat,John B. Larson,0.4656,73884.0,496973.0,111042.0,1420.0,38270.0,404.0,40166.0,26774.0,125592.0,523004.0,CT-01,0.094,0.121,0.094,0.27699999999999997,0.141,0.113,https://larson.house.gov,RepJohnLarson
293,1217,789236.0,Republican,W. Gregory Steube,0.4670,51562.0,680864.0,56190.0,1324.0,10685.0,497.0,22463.0,17213.0,130252.0,615104.0,FL-17,0.209,0.17800000000000002,0.124,0.29,0.196,0.128,https://steube.house.gov,RepGregSteube
294,1709,721481.0,Democrat,Janice D. Schakowsky,0.5225,74614.0,507446.0,68026.0,1847.0,95553.0,771.0,22005.0,25833.0,81079.0,498242.0,IL-09,0.11,0.126,0.087,0.251,0.141,0.1,https://schakowsky.house.gov,JanSchakowsky
295,3913,707603.0,Democrat,Tim Ryan,0.4465,47346.0,580914.0,82532.0,977.0,15332.0,37.0,5696.0,22115.0,26042.0,559931.0,OH-13,0.102,0.21,0.122,0.349,0.19899999999999998,0.145,https://timryan.house.gov,RepTimRyan
296,4203,736340.0,Democrat,Dwight Evans,0.5471,49807.0,242730.0,407657.0,1523.0,44326.0,267.0,11151.0,28686.0,40023.0,564612.0,PA-03,0.113,0.214,0.131,0.327,0.21899999999999997,0.156,https://evans.house.gov,RepDwightEvans
297,4826,894192.0,Republican,Michael C. Burgess,0.4203,93697.0,681208.0,78576.0,7743.0,68168.0,590.0,21757.0,36150.0,169223.0,605249.0,TX-26,0.161,0.139,0.077,0.292,0.141,0.11699999999999999,https://burgess.house.gov,MichaelCBurgess
298,4600,882235.0,Republican,Dusty Johnson,0.4445,56274.0,740870.0,19057.0,78068.0,15023.0,51.0,5782.0,23384.0,33983.0,647089.0,SD-00,0.096,0.165,0.092,0.32,0.132,0.099,https://dustyjohnson.house.gov,RepDustyJohnson
299,0619,763028.0,Democrat,Zoe Lofgren,0.4532,106346.0,334224.0,23279.0,5242.0,222621.0,5519.0,128629.0,43514.0,302495.0,482363.0,CA-19,0.129,0.095,0.083,0.2,0.146,0.10099999999999999,https://lofgren.house.gov,RepZoeLofgren
300,0642,826801.0,Republican,Ken Calvert,0.4257,89086.0,529560.0,51664.0,5827.0,72564.0,2543.0,122252.0,42391.0,343578.0,538265.0,CA-42,0.12300000000000001,0.12,0.087,0.256,0.14,0.12,https://calvert.house.gov,KenCalvert
301,3404,748858.0,Republican,Christopher H. Smith,0.4811,84380.0,637678.0,48584.0,648.0,38402.0,92.0,12716.0,10738.0,76789.0,539643.0,NJ-04,0.099,0.141,0.096,0.27399999999999997,0.152,0.11800000000000001,https://chrissmith.house.gov,RepChrisSmith
302,0640,716470.0,Democrat,Lucille Roybal-Allard,0.4140,51725.0,410493.0,32673.0,4818.0,16858.0,721.0,233635.0,17272.0,627822.0,340435.0,CA-40,0.259,0.136,0.11,0.29,0.24100000000000002,0.14300000000000002,https://roybal-allard.house.gov,RepRoybalAllard
303,1714,742235.0,Democrat,Lauren Underwood,0.4097,94403.0,645869.0,28485.0,1023.0,28809.0,186.0,15912.0,21951.0,97239.0,525729.0,IL-14,0.08800000000000001,0.136,0.079,0.299,0.129,0.10400000000000001,https://underwood.house.gov,RepUnderwood
304,1805,784462.0,Republican,Victoria Spartz,0.4823,70977.0,651421.0,67551.0,1022.0,31488.0,466.0,9337.0,23177.0,37508.0,573500.0,IN-05,0.10300000000000001,0.174,0.099,0.316,0.159,0.127,https://spartz.house.gov,RepSpartz
305,2405,757621.0,Democrat,Steny H. Hoyer,0.3897,99738.0,358663.0,294783.0,2690.0,32124.0,0.0,40980.0,28381.0,75797.0,556897.0,MD-05,0.08800000000000001,0.136,0.096,0.344,0.132,0.115,https://hoyer.house.gov,LeaderHoyer
306,2614,704494.0,Democrat,Brenda L. Lawrence,0.5099,48176.0,244398.0,394916.0,1436.0,37231.0,672.0,7677.0,18164.0,33928.0,512851.0,MI-14,0.129,0.20800000000000002,0.142,0.35700000000000004,0.225,0.14800000000000002,https://lawrence.house.gov,RepLawrence
307,4804,759648.0,Republican,Pat Fallon,0.4576,55765.0,613711.0,84201.0,5608.0,9424.0,56.0,26424.0,20224.0,114300.0,543354.0,TX-04,0.17300000000000001,0.161,0.114,0.337,0.185,0.125,https://fallon.house.gov,RepPatFallon
308,5403,575576.0,Republican,Carol D. Miller,0.4803,36863.0,538546.0,23504.0,444.0,2317.0,169.0,1123.0,9473.0,4378.0,457623.0,WV-03,0.106,0.253,0.141,0.385,0.272,0.171,https://miller.house.gov,RepCarolMiller
309,3800,760077.0,Republican,Kelly Armstrong,0.4427,63837.0,651687.0,25896.0,41270.0,13749.0,339.0,9569.0,17567.0,27444.0,567351.0,ND-00,0.092,0.175,0.087,0.33,0.14400000000000002,0.102,https://armstrong.house.gov,RepArmstrongND
310,0504,704844.0,Republican,Bruce Westerman,0.4721,41230.0,524043.0,133604.0,4520.0,6461.0,590.0,20250.0,15376.0,44317.0,532069.0,AR-04,0.11800000000000001,0.21,0.127,0.35600000000000004,0.248,0.147,https://westerman.house.gov,RepWesterman
311,2001,698323.0,Republican,Tracey Mann,0.4352,50240.0,622552.0,22787.0,3875.0,11136.0,533.0,16097.0,21343.0,113508.0,502712.0,KS-01,0.159,0.16899999999999998,0.098,0.331,0.16399999999999998,0.115,https://mann.house.gov,RepMann
312,3604,729582.0,Democrat,Kathleen M. Rice,0.4335,107525.0,468149.0,111129.0,5570.0,53464.0,656.0,69259.0,21355.0,162277.0,506457.0,NY-04,0.10300000000000001,0.122,0.092,0.271,0.134,0.106,https://kathleenrice.house.gov,RepKathleenRice
313,3617,741445.0,Democrat,Mondaire Jones,0.4932,100128.0,516482.0,77079.0,1040.0,47212.0,163.0,76114.0,23355.0,159483.0,502861.0,NY-17,0.113,0.12,0.092,0.243,0.158,0.113,https://jones.house.gov,RepJones
314,4402,524725.0,Democrat,James R. Langevin,0.4436,70988.0,445730.0,24894.0,2634.0,19431.0,160.0,17113.0,14763.0,67657.0,407668.0,RI-02,0.084,0.14400000000000002,0.084,0.29,0.156,0.136,https://langevin.house.gov,JimLangevin
315,4507,732245.0,Republican,Tom Rice,0.4856,44192.0,494545.0,203864.0,6921.0,7786.0,96.0,7974.0,11059.0,31980.0,571428.0,SC-07,0.162,0.19,0.131,0.348,0.21100000000000002,0.14400000000000002,https://rice.house.gov,RepTomRice
316,4821,818281.0,Republican,Chip Roy,0.5027,70391.0,695090.0,32770.0,2881.0,29039.0,732.0,27933.0,29836.0,236012.0,622228.0,TX-21,0.18899999999999997,0.134,0.09300000000000001,0.28300000000000003,0.155,0.11800000000000001,https://roy.house.gov,RepChipRoy
317,4828,768719.0,Democrat,Henry Cuellar,0.4705,47134.0,682000.0,32159.0,1070.0,5791.0,145.0,31281.0,16273.0,602429.0,434305.0,TX-28,0.36700000000000005,0.166,0.146,0.396,0.281,0.14400000000000002,https://cuellar.house.gov,RepCuellar
318,0608,717107.0,Republican,Jay Obernolte,0.4578,54509.0,535884.0,61955.0,12982.0,23511.0,2262.0,47100.0,33413.0,292229.0,477512.0,CA-08,0.13699999999999998,0.141,0.10400000000000001,0.303,0.188,0.133,https://obernolte.house.gov,JayObernolte
319,1201,784532.0,Republican,Matt Gaetz,0.4540,59088.0,601815.0,106063.0,4133.0,22245.0,1815.0,14200.0,34261.0,53522.0,601423.0,FL-01,0.18,0.201,0.099,0.289,0.184,0.135,https://gaetz.house.gov,RepMattGaetz
320,4212,701192.0,Republican,Fred Keller,0.4355,53244.0,657365.0,14903.0,1746.0,13706.0,251.0,4106.0,9115.0,17337.0,551022.0,PA-12,0.077,0.19399999999999998,0.094,0.325,0.174,0.13699999999999998,https://keller.house.gov,RepFredKeller
321,4213,692835.0,Republican,John Joyce,0.4377,53955.0,647318.0,20284.0,729.0,3812.0,28.0,4340.0,16324.0,22858.0,545111.0,PA-13,0.071,0.188,0.099,0.318,0.174,0.129,https://johnjoyce.house.gov,RepJohnJoyce
322,0404,809426.0,Republican,Paul A. Gosar,0.4290,52481.0,723818.0,14247.0,11383.0,11679.0,2348.0,19206.0,26745.0,160649.0,633528.0,AZ-04,0.12300000000000001,0.17300000000000001,0.109,0.29100000000000004,0.182,0.12,https://gosar.house.gov,RepGosar
323,4001,803029.0,Republican,Kevin Hern,0.4723,56454.0,578684.0,70321.0,48932.0,24819.0,391.0,18950.0,60932.0,94133.0,565812.0,OK-01,0.155,0.18100000000000002,0.106,0.34700000000000003,0.17600000000000002,0.147,https://hern.house.gov,repkevinhern
324,0102,678122.0,Republican,Barry Moore,0.4763,48290.0,426674.0,217977.0,2838.0,7442.0,26.0,8158.0,15007.0,24953.0,516295.0,AL-02,0.162,0.19899999999999998,0.127,0.35600000000000004,0.23199999999999998,0.15,https://barrymoore.house.gov,RepBarryMoore
325,0626,728927.0,Democrat,Julia Brownley,0.4516,83594.0,590235.0,14078.0,4552.0,49488.0,1406.0,36272.0,32896.0,334782.0,480928.0,CA-26,0.138,0.111,0.095,0.21600000000000003,0.159,0.11800000000000001,https://juliabrownley.house.gov,RepBrownley
326,2604,704592.0,Republican,John R. Moolenaar,0.4483,51240.0,659539.0,13239.0,5200.0,7785.0,193.0,3736.0,14900.0,23557.0,554938.0,MI-04,0.091,0.185,0.096,0.344,0.162,0.13699999999999998,https://moolenaar.house.gov,RepMoolenaar
327,3606,734183.0,Democrat,Grace Meng,0.4597,68072.0,313127.0,28153.0,3609.0,292880.0,52.0,71968.0,24394.0,153419.0,448065.0,NY-06,0.127,0.11800000000000001,0.106,0.187,0.166,0.102,https://meng.house.gov,RepGraceMeng
328,4831,883347.0,Republican,John R. Carter,0.4109,73264.0,658842.0,109176.0,2772.0,47493.0,2160.0,20875.0,42029.0,221869.0,602236.0,TX-31,0.184,0.14400000000000002,0.09300000000000001,0.312,0.168,0.121,https://carter.house.gov,JudgeCarter
329,4214,684084.0,Republican,Guy Reschenthaler,0.4514,59519.0,641786.0,21422.0,380.0,6459.0,324.0,1309.0,12404.0,9612.0,551164.0,PA-14,0.066,0.191,0.1,0.324,0.17600000000000002,0.126,https://reschenthaler.house.gov,GReschenthaler
330,0616,749967.0,Democrat,Jim Costa,0.4639,47759.0,422040.0,39188.0,8028.0,69456.0,1664.0,182392.0,27199.0,460662.0,423147.0,CA-16,0.21,0.155,0.114,0.315,0.254,0.151,https://costa.house.gov,RepJimCosta
331,0617,777468.0,Democrat,Ro Khanna,0.4228,141217.0,222919.0,16541.0,3322.0,437632.0,1819.0,58748.0,36487.0,123567.0,438374.0,CA-17,0.085,0.079,0.073,0.157,0.105,0.081,https://khanna.house.gov,RepRoKhanna
332,2505,775135.0,Democrat,Katherine M. Clark,0.4805,100393.0,581993.0,43210.0,424.0,99306.0,181.0,22274.0,27747.0,76232.0,535109.0,MA-05,0.059000000000000004,0.107,0.07200000000000001,0.22699999999999998,0.11599999999999999,0.106,https://katherineclark.house.gov,RepKClark
333,2608,749011.0,Democrat,Elissa Slotkin,0.4552,72654.0,635322.0,43581.0,2612.0,37707.0,146.0,6424.0,23219.0,40479.0,554462.0,MI-08,0.085,0.155,0.083,0.276,0.131,0.13,https://slotkin.house.gov,RepSlotkin
334,3627,712904.0,Republican,Chris Jacobs,0.4374,64499.0,667423.0,16653.0,3644.0,7795.0,0.0,6789.0,10600.0,19233.0,564383.0,NY-27,0.073,0.156,0.087,0.271,0.14,0.115,https://jacobs.house.gov,
335,4704,798482.0,Republican,Scott DesJarlais,0.4264,53919.0,664963.0,76824.0,2861.0,14313.0,266.0,16834.0,22421.0,53007.0,590540.0,TN-04,0.154,0.215,0.109,0.34299999999999997,0.203,0.14,https://desjarlais.house.gov,DesJarlaisTN04
336,4803,899784.0,Republican,Van Taylor,0.4415,95413.0,604718.0,90453.0,4334.0,151334.0,154.0,22972.0,25819.0,135640.0,563318.0,TX-03,0.156,0.124,0.081,0.285,0.126,0.10400000000000001,https://vantaylor.house.gov,RepVanTaylor
337,4814,763380.0,Republican,"Randy K. Weber, Sr.",0.4807,61893.0,541303.0,149184.0,2489.0,23569.0,1184.0,24467.0,21184.0,194378.0,532153.0,TX-14,0.21100000000000002,0.175,0.11800000000000001,0.354,0.21,0.129,https://weber.house.gov,TXRandy14
338,5506,714886.0,Republican,Glenn Grothman,0.4454,59868.0,660186.0,15080.0,3448.0,17053.0,123.0,5516.0,13480.0,33423.0,556485.0,WI-06,0.081,0.158,0.078,0.319,0.133,0.10800000000000001,https://grothman.house.gov,RepGrothman
339,0624,738707.0,Democrat,Salud O. Carbajal,0.4762,75025.0,605269.0,14494.0,8054.0,35385.0,735.0,42148.0,32622.0,271396.0,508333.0,CA-24,0.133,0.12,0.083,0.26,0.154,0.124,https://carbajal.house.gov,RepCarbajal
340,0639,726541.0,Republican,Young Kim,0.4504,89695.0,366507.0,19667.0,5376.0,238123.0,919.0,64951.0,30998.0,242318.0,486713.0,CA-39,0.11,0.08800000000000001,0.08800000000000001,0.184,0.131,0.096,https://youngkim.house.gov,RepYoungKim
341,1216,852096.0,Republican,Vern Buchanan,0.4798,61838.0,709176.0,75971.0,2196.0,19208.0,480.0,25385.0,19680.0,157171.0,638769.0,FL-16,0.19699999999999998,0.161,0.105,0.262,0.174,0.12300000000000001,https://buchanan.house.gov,VernBuchanan
342,2609,715259.0,Democrat,Andy Levin,0.4613,61115.0,557129.0,103803.0,2686.0,30799.0,247.0,3152.0,17443.0,17951.0,552114.0,MI-09,0.084,0.18100000000000002,0.09699999999999999,0.303,0.166,0.13,https://andylevin.house.gov,RepAndyLevin
343,4834,727688.0,Democrat,Filemon Vela,0.4878,40275.0,671012.0,7703.0,1723.0,5342.0,166.0,34347.0,7395.0,618938.0,424863.0,TX-34,0.39,0.147,0.166,0.4,0.299,0.14300000000000002,https://vela.house.gov,RepFilemonVela
344,3711,768166.0,Republican,Madison Cawthorn,0.4732,47579.0,694680.0,22893.0,10898.0,8484.0,555.0,14037.0,16619.0,51563.0,604505.0,NC-11,0.145,0.17300000000000001,0.10400000000000001,0.297,0.17600000000000002,0.125,https://cawthorn.house.gov,RepCawthorn
345,1207,786041.0,Democrat,Stephanie N. Murphy,0.4814,64170.0,583016.0,87476.0,1127.0,42337.0,619.0,46104.0,25362.0,211449.0,581583.0,FL-07,0.213,0.158,0.08800000000000001,0.259,0.165,0.134,https://murphy.house.gov,RepStephMurphy
346,1710,711265.0,Democrat,Bradley Scott Schneider,0.5068,82099.0,493441.0,44334.0,3364.0,82379.0,422.0,67579.0,19746.0,169408.0,468255.0,IL-10,0.12300000000000001,0.14,0.08800000000000001,0.267,0.147,0.10800000000000001,https://schneider.house.gov,repschneider
347,2105,695105.0,Republican,Harold Rogers,0.4845,35409.0,674403.0,8772.0,982.0,1749.0,150.0,2106.0,6943.0,7561.0,537877.0,KY-05,0.09,0.255,0.129,0.379,0.27399999999999997,0.171,https://halrogers.house.gov,RepHalRogers
348,2401,741621.0,Republican,Andy Harris,0.4450,75706.0,604948.0,91106.0,996.0,15601.0,260.0,9267.0,19443.0,31974.0,567926.0,MD-01,0.073,0.15,0.096,0.321,0.14,0.11699999999999999,https://harris.house.gov,RepAndyHarrisMD
349,4815,795511.0,Democrat,Vicente Gonzalez,0.4784,46669.0,682610.0,17538.0,1876.0,9974.0,9.0,69565.0,13939.0,645358.0,435170.0,TX-15,0.395,0.152,0.151,0.418,0.27399999999999997,0.146,https://gonzalez.house.gov,RepGonzalez
350,1224,784469.0,Democrat,Frederica S. Wilson,0.4868,42147.0,337035.0,371721.0,354.0,11669.0,112.0,48308.0,15270.0,331349.0,477697.0,FL-24,0.303,0.203,0.13699999999999998,0.336,0.247,0.159,https://wilson.house.gov,RepWilson
351,3501,697064.0,Democrat,Debra A. Haaland,0.4923,50650.0,550912.0,19749.0,29381.0,18398.0,176.0,47764.0,30684.0,350078.0,514775.0,NM-01,0.15,0.16,0.08800000000000001,0.265,0.188,0.142,https://haaland.house.gov,RepDebHaaland
352,5304,735031.0,Republican,Dan Newhouse,0.4286,57560.0,552489.0,11227.0,19925.0,13040.0,559.0,107163.0,30628.0,292354.0,443137.0,WA-04,0.159,0.14800000000000002,0.099,0.34,0.201,0.136,https://newhouse.house.gov,RepNewhouse
353,0628,709450.0,Democrat,Adam B. Schiff,0.5339,71213.0,489020.0,15673.0,3765.0,92452.0,489.0,76475.0,31576.0,167571.0,502971.0,CA-28,0.115,0.111,0.083,0.218,0.136,0.111,https://schiff.house.gov,RepAdamSchiff
354,1718,700276.0,Republican,Darin LaHood,0.4468,65362.0,628155.0,29816.0,1320.0,20195.0,28.0,5299.0,15463.0,21322.0,531334.0,IL-18,0.083,0.154,0.091,0.322,0.147,0.11199999999999999,https://lahood.house.gov,RepLaHood
355,2206,790111.0,Republican,Garret Graves,0.4762,62288.0,547182.0,187266.0,2732.0,15350.0,176.0,13643.0,23762.0,34639.0,585015.0,LA-06,0.11199999999999999,0.18899999999999997,0.096,0.33,0.177,0.146,https://garretgraves.house.gov,RepGarretGraves
356,3712,880550.0,Democrat,Alma S. Adams,0.4646,57605.0,405087.0,333074.0,4034.0,48882.0,309.0,64917.0,24247.0,136316.0,591843.0,NC-12,0.188,0.156,0.095,0.324,0.166,0.133,https://adams.house.gov,RepAdams
